season,main_colours,additional_colours,main_sponsors,additional_major_sponsors,notes,team,non-tobacco_liveries,special_liveries,livery_sponsors,non-tobacco_alcohol_livery_changes,drivers,other_informations_including_non-tobacco_alcohol_race_changes,other_information,non_tobacco_alcohol_changess,additional_major_sponsors___notes,livery_principal_sponsors,non-tobacco_alcohol_livery_changes_location-specific_livery_changes_2011-present,non-tobacco_alcohol_livery_changess,non-tobacco_alcohol_and_other_livery_changes,other_changes
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]","['White', 'Red']",,"['Memphis International', 'Matchbox', 'FINA']",['Iris Ceramica'],,Surtees,,,,,"[{'text': 'Dieter Quester', 'url': 'https://en.wikipedia.org/wiki/Dieter_Quester'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]","['Orange', 'White', 'Green']",,"['El Corte Inglés', 'Matchbox', 'Empresa Nacional Calvo Sotelo']",[],,Surtees,,,,,"[{'text': 'Jorge de Bagration', 'url': 'https://en.wikipedia.org/wiki/Jorge_Bagration_of_Mukhrani'}]",,,,,,,,,
"[{'year': 1975, 'url': 'https://en.wikipedia.org/wiki/1975_Formula_One_World_Championship'}]","['Yellow', 'Blue']",,['Matchbox'],['FINA'],,Surtees,,,,,"[{'text': 'John Watson', 'url': 'https://en.wikipedia.org/wiki/John_Watson_(racing_driver)'}]",,,,,,,,,
"[{'year': 1975, 'url': 'https://en.wikipedia.org/wiki/1975_Formula_One_World_Championship'}]","['Yellow', 'Blue']",,['National Organs'],['FINA'],,Surtees,,,,,"[{'text': 'Dave Morgan', 'url': None}]",,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['White'],,['Chesterfield Campari ( German Grand Prix only)'],"['FINA', 'Delaware Trust', 'Benrus', 'Valvoline']",,Surtees,,,,,"[{'text': 'Brett Lunger', 'url': 'https://en.wikipedia.org/wiki/Brett_Lunger'}, {'text': 'Conny Anderson', 'url': 'https://en.wikipedia.org/wiki/Conny_Andersson_(racing_driver)'}]",,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['White'],,['Durex Theodore Racing Hong Kong ( Japanese Grand Prix only)'],"['FINA', 'Van Hool']",,Surtees,,,,,"[{'text': 'Alan Jones', 'url': 'https://en.wikipedia.org/wiki/Alan_Jones_(racing_driver)'}]",,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['White'],,['Garage Italiya'],"['Stanley Electric Co', 'Ltd.']",,Surtees,,,,,"[{'text': 'Noritake Takahara', 'url': 'https://en.wikipedia.org/wiki/Noritake_Takahara'}]",,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]",['White'],,['Durex'],['Raiffeissen'],,Surtees,,,,,"[{'text': 'Hans Binder', 'url': 'https://en.wikipedia.org/wiki/Hans_Binder'}, {'text': 'Lamberto Leoni', 'url': 'https://en.wikipedia.org/wiki/Lamberto_Leoni'}, {'text': 'Larry Perkins', 'url': 'https://en.wikipedia.org/wiki/Larry_Perkins'}, {'text': 'Patrick Tambay', 'url': 'https://en.wikipedia.org/wiki/Patrick_Tambay'}, {'text': 'Vern Schuppan', 'url': 'https://en.wikipedia.org/wiki/Vern_Schuppan'}]",,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]",['Orange'],,['Beta Utensili'],['FINA'],,Surtees,,,,,"[{'text': 'Vittorio Brambilla', 'url': 'https://en.wikipedia.org/wiki/Vittorio_Brambilla'}]",,,,,,,,,
"[{'year': 1978, 'url': 'https://en.wikipedia.org/wiki/1978_Formula_One_World_Championship'}]",['Orange'],,"['Durex', 'British Air Ferries']","['FINA', 'Van Hool']",,Surtees,,,,,"[{'text': 'Rupert Keegan', 'url': 'https://en.wikipedia.org/wiki/Rupert_Keegan'}, {'text': 'Gimax', 'url': 'https://en.wikipedia.org/wiki/Gimax'}, {'text': 'Beppe Gabbiani', 'url': 'https://en.wikipedia.org/wiki/Beppe_Gabbiani'}]",,,,,,,,,
"[{'year': 1978, 'url': 'https://en.wikipedia.org/wiki/1978_Formula_One_World_Championship'}]",['Orange'],,['Beta Utensili'],['FINA'],,Surtees,,,,,"[{'text': 'Vittorio Brambilla', 'url': 'https://en.wikipedia.org/wiki/Vittorio_Brambilla'}, {'text': 'René Arnoux', 'url': 'https://en.wikipedia.org/wiki/Ren%C3%A9_Arnoux'}]",,,,,,,,,
"[{'year': 1972, 'url': 'https://en.wikipedia.org/wiki/1972_Formula_One_World_Championship'}, {'year': 1973, 'url': 'https://en.wikipedia.org/wiki/1973_Formula_One_World_Championship'}]",['Red'],['Blue'],['Martini'],"['Castrol', 'Firestone']",,Tecno,,,,,,,,,,,,,,
"[{'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]",['Blue'],"['Red', 'White', 'Green']","['Candy', 'Saima Avandero']","['Magirus', 'Sergio Tacchini']",,Toleman,,,,,,,,,,,,,,
"[{'year': 1982, 'url': 'https://en.wikipedia.org/wiki/1982_Formula_One_World_Championship'}]",['Blue'],"['White', 'Red']",['Cougar'],['Pirelli'],,Toleman,,,,,,,,,,,,,,
"[{'year': 1983, 'url': 'https://en.wikipedia.org/wiki/1983_Formula_One_World_Championship'}]",['Blue'],"['Red', 'White', 'Green']",['Candy'],"['Magirus', 'Sergio Tacchini', 'Pirelli', 'Michelin']",,Toleman,,,,,,,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['White'],"['Red', 'Blue']","['Segafredo', 'Candy']","['Magirus', 'Sergio Tacchini', 'Pirelli', 'Michelin']",,Toleman,,,,,,,,,,,,,,
"[{'year': 1985, 'url': 'https://en.wikipedia.org/wiki/1985_Formula_One_World_Championship'}]","['White', 'Blue']",['Country Flags'],['United Colors of Benetton'],"['Agip', 'Pirelli']",,Toleman,,,,,,,,,,,,,,
"[{'year': 2006, 'url': 'https://en.wikipedia.org/wiki/2006_Formula_One_World_Championship'}, {'year': 2007, 'url': 'https://en.wikipedia.org/wiki/2007_Formula_One_World_Championship'}, {'year': 2008, 'url': 'https://en.wikipedia.org/wiki/2008_Formula_One_World_Championship'}, {'year': 2009, 'url': 'https://en.wikipedia.org/wiki/2009_Formula_One_World_Championship'}]",['Dark Blue'],"['Red', 'Gold']",,"['Bridgestone', 'Cosworth (2006)', 'Magneti Marelli (2008-2009)']",,Toro Rosso,,,['Red Bull'],,,,,,,,,,,
"[{'year': 2010, 'url': 'https://en.wikipedia.org/wiki/2010_Formula_One_World_Championship'}]",['Dark Blue'],"['Red', 'Gold']",,"['Red Bull Mobile', 'Speed Week', 'Money Service Group']",,Toro Rosso,,,['Red Bull'],,,,,,,,,,,
"[{'year': 2011, 'url': 'https://en.wikipedia.org/wiki/2011_Formula_One_World_Championship'}]",['Dark Blue'],"['Red', 'Gold']",,"['Red Bull Mobile', 'Money Service Group', 'Red Bulletin', 'Speed Week', 'Siemens', 'Pirelli', 'Cepsa']",,Toro Rosso,,,['Red Bull'],,,,,,,,,,,
"[{'year': 2012, 'url': 'https://en.wikipedia.org/wiki/2012_Formula_One_World_Championship'}, {'year': 2013, 'url': 'https://en.wikipedia.org/wiki/2013_Formula_One_World_Championship'}]",['Dark Blue'],"['Red', 'Gold']",,"['Cepsa', 'Servus TV', 'Falcon Private Bank', 'NOVA Chemicals', 'Siemens', 'Pirelli']",,Toro Rosso,,,['Red Bull'],,,,,,,,,,,
"[{'year': 2014, 'url': 'https://en.wikipedia.org/wiki/2014_Formula_One_World_Championship'}, {'year': 2015, 'url': 'https://en.wikipedia.org/wiki/2015_Formula_One_World_Championship'}]",['Dark Blue'],"['Red', 'Gold']",,"['Cepsa', 'NOVA Chemicals', 'Siemens', 'Pirelli', 'Sapinda', 'Renault', 'Servus TV', 'Estrella Galicia (2015)']",,Toro Rosso,,,['Red Bull'],,,,,,,,,,,
"[{'year': 2016, 'url': 'https://en.wikipedia.org/wiki/2016_Formula_One_World_Championship'}]",['Dark Blue'],"['Red', 'Gold']",,"['Casio Edifice', 'Servus TV', 'Pirelli', 'Sapinda', 'Falcon Private Bank', 'Estrella Galicia', 'Acronis']",,Toro Rosso,,,['Red Bull'],,,,,,,,,,,
"[{'year': 2017, 'url': 'https://en.wikipedia.org/wiki/2017_Formula_One_World_Championship'}, {'year': 2018, 'url': 'https://en.wikipedia.org/wiki/2018_Formula_One_World_Championship'}, {'year': 2019, 'url': 'https://en.wikipedia.org/wiki/2019_Formula_One_World_Championship'}]",['Blue'],"['Red', 'Silver']",,"['Casio Edifice', 'Servus TV (2017)', 'Pirelli', 'Estrella Galicia (2017)', 'Acronis (2017-2018)', 'Mobil 1 (2017)', 'Esso (2017)', 'Honda (2018-2019)', 'KFC (2018)', 'MyWorld (2019)', 'Buzz (2019)', 'Moose Craft Cider (2019)', 'PTT Lubricants (2019)', 'Tennor (2019)']",,Toro Rosso,,,['Red Bull'],,,,,,,,,,,
"[{'year': 2002, 'url': 'https://en.wikipedia.org/wiki/2002_Formula_One_World_Championship'}, {'year': 2003, 'url': 'https://en.wikipedia.org/wiki/2003_Formula_One_World_Championship'}, {'year': 2004, 'url': 'https://en.wikipedia.org/wiki/2004_Formula_One_World_Championship'}, {'year': 2005, 'url': 'https://en.wikipedia.org/wiki/2005_Formula_One_World_Championship'}, {'year': 2006, 'url': 'https://en.wikipedia.org/wiki/2006_Formula_One_World_Championship'}, {'year': 2007, 'url': 'https://en.wikipedia.org/wiki/2007_Formula_One_World_Championship'}, {'year': 2008, 'url': 'https://en.wikipedia.org/wiki/2008_Formula_One_World_Championship'}, {'year': 2009, 'url': 'https://en.wikipedia.org/wiki/2009_Formula_One_World_Championship'}]",['White'],['Red'],['Panasonic'],"['Denso', 'Esso', 'KDDI', 'Kärcher', 'Wella', 'Intel', 'EMC', 'BMC Software', 'Time Inc.', 'Magneti Marelli', 'Avex Group']",,Toyota,,,,,,,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]",['White'],['Red'],['Theodore Racing'],"['Elf Aquitaine', 'Goodyear']",,Theodore Racing,,,,,,,,,,,,,,
"[{'year': 1978, 'url': 'https://en.wikipedia.org/wiki/1978_Formula_One_World_Championship'}]",['White'],['Red'],['Kecn Kemden & Blusen'],"['Theodore Racing', 'Air Press', 'Hi-Line']",,Theodore Racing,,,,,,,,,,,,,,
"[{'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]",['White'],['Red'],"['Euro Hi-Fi Video', 'Cognac Courvoisier', 'Hi-Line', 'Rombo']",['Theodore Racing'],,Theodore Racing,,,,,,,,,,,,,,
"[{'year': 1982, 'url': 'https://en.wikipedia.org/wiki/1982_Formula_One_World_Championship'}]",['White'],['Red'],"['Allwave', 'Interstate Auto Design']","['Theodore Racing', 'Hawa Air Antwerpen', 'Lindemann', 'Valvoline']",,Theodore Racing,,,,,,,,,,,,,,
"[{'year': 1983, 'url': 'https://en.wikipedia.org/wiki/1983_Formula_One_World_Championship'}]",['Navy Blue'],['White'],"['Segafredo', 'Sanyo']","['Pikenz', 'Conte of Florence', 'Champion', 'Valvoline']",,Theodore Racing,,,,,,,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['White'],['Red'],"['Homelite', 'Suzuki GB']","['Champion', 'Firestone']",,Trojan,,,,,,,,,,,,,,
"[{'year': 1970, 'url': 'https://en.wikipedia.org/wiki/1970_Formula_One_World_Championship'}]",['Blue'],,,['Dunlop'],,Tyrrell,,,['Elf'],,"[{'text': 'Jackie Stewart', 'url': 'https://en.wikipedia.org/wiki/Jackie_Stewart'}, {'text': 'Johnny Servoz-Gavin', 'url': 'https://en.wikipedia.org/wiki/Johnny_Servoz-Gavin'}, {'text': 'François Cevert', 'url': 'https://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert'}]",,,,,,,,,
"[{'year': 1971, 'url': 'https://en.wikipedia.org/wiki/1971_Formula_One_World_Championship'}]",['Blue'],,,"['Ford', 'Autolite']",,Tyrrell,,,['Elf'],,"[{'text': 'Jackie Stewart', 'url': 'https://en.wikipedia.org/wiki/Jackie_Stewart'}, {'text': 'François Cevert', 'url': 'https://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert'}, {'text': 'Peter Revson', 'url': 'https://en.wikipedia.org/wiki/Peter_Revson'}]",,,,,,,,,
"[{'year': 1972, 'url': 'https://en.wikipedia.org/wiki/1972_Formula_One_World_Championship'}]",['Blue'],,,"['Ford', 'Autolite']",,Tyrrell,,,['Elf'],,"[{'text': 'Jackie Stewart', 'url': 'https://en.wikipedia.org/wiki/Jackie_Stewart'}, {'text': 'François Cevert', 'url': 'https://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert'}, {'text': 'Patrick Depailler', 'url': 'https://en.wikipedia.org/wiki/Patrick_Depailler'}]",,,,,,,,,
"[{'year': 1973, 'url': 'https://en.wikipedia.org/wiki/1973_Formula_One_World_Championship'}]",['Blue'],,,"['Ford', 'Autolite']",,Tyrrell,,,['Elf'],,"[{'text': 'Jackie Stewart', 'url': 'https://en.wikipedia.org/wiki/Jackie_Stewart'}, {'text': 'François Cevert', 'url': 'https://en.wikipedia.org/wiki/Fran%C3%A7ois_Cevert'}, {'text': 'Chris Amon', 'url': 'https://en.wikipedia.org/wiki/Chris_Amon'}]",,,,,,,,,
"[{'year': 1974, 'url': 'https://en.wikipedia.org/wiki/1974_Formula_One_World_Championship'}]",['Blue'],,,"['Ford', 'Autolite']",,Tyrrell,,,['Elf'],,"[{'text': 'Jody Scheckter', 'url': 'https://en.wikipedia.org/wiki/Jody_Scheckter'}, {'text': 'Patrick Depailler', 'url': 'https://en.wikipedia.org/wiki/Patrick_Depailler'}]",,,,,,,,,
"[{'year': 1975, 'url': 'https://en.wikipedia.org/wiki/1975_Formula_One_World_Championship'}]",['Blue'],,,"['Ford', 'Autolite']",,Tyrrell,,,['Elf'],,"[{'text': 'Jody Scheckter', 'url': 'https://en.wikipedia.org/wiki/Jody_Scheckter'}, {'text': 'Patrick Depailler', 'url': 'https://en.wikipedia.org/wiki/Patrick_Depailler'}, {'text': 'Jean-Pierre Jabouille', 'url': 'https://en.wikipedia.org/wiki/Jean-Pierre_Jabouille'}, {'text': 'Michel Leclère', 'url': 'https://en.wikipedia.org/wiki/Michel_Lecl%C3%A8re'}]",,,,,,,,,
"[{'year': 1976, 'url': 'https://en.wikipedia.org/wiki/1976_Formula_One_World_Championship'}]",['Blue'],,,"['Ford', 'Autolite']","At the 1976 Japanese GP, Tyrrell was written in hiragana",Tyrrell,,,['Elf'],,"[{'text': 'Jody Scheckter', 'url': 'https://en.wikipedia.org/wiki/Jody_Scheckter'}, {'text': 'Patrick Depailler', 'url': 'https://en.wikipedia.org/wiki/Patrick_Depailler'}]",,,,,,,,,
"[{'year': 1977, 'url': 'https://en.wikipedia.org/wiki/1977_Formula_One_World_Championship'}]","['Blue', 'White']",,,[],,Tyrrell,,,"['Elf', 'First National City Travelers Checks']",,"[{'text': 'Ronnie Peterson', 'url': 'https://en.wikipedia.org/wiki/Ronnie_Peterson'}, {'text': 'Patrick Depailler', 'url': 'https://en.wikipedia.org/wiki/Patrick_Depailler'}]",,,,,,,,,
"[{'year': 1978, 'url': 'https://en.wikipedia.org/wiki/1978_Formula_One_World_Championship'}]","['Blue', 'White']",,,[],,Tyrrell,,,"['Elf', 'First National City Travelers Checks']",,"[{'text': 'Didier Pironi', 'url': 'https://en.wikipedia.org/wiki/Didier_Pironi'}, {'text': 'Patrick Depailler', 'url': 'https://en.wikipedia.org/wiki/Patrick_Depailler'}]",,,,,,,,,
"[{'year': 1979, 'url': 'https://en.wikipedia.org/wiki/1979_Formula_One_World_Championship'}]",['Blue'],,,[],,Tyrrell,,,['Candy (from Belgian Grand Prix onwards)'],,"[{'text': 'Didier Pironi', 'url': 'https://en.wikipedia.org/wiki/Didier_Pironi'}, {'text': 'Jean-Pierre Jarier', 'url': 'https://en.wikipedia.org/wiki/Jean-Pierre_Jarier'}, {'text': 'Geoff Lees', 'url': 'https://en.wikipedia.org/wiki/Geoff_Lees_(racing_driver)'}, {'text': 'Derek Daly', 'url': 'https://en.wikipedia.org/wiki/Derek_Daly'}]",,,,,,,,,
"[{'year': 1980, 'url': 'https://en.wikipedia.org/wiki/1980_Formula_One_World_Championship'}]",['Blue'],,,[],,Tyrrell,,,['Candy'],,"[{'text': 'Jean-Pierre Jarier', 'url': 'https://en.wikipedia.org/wiki/Jean-Pierre_Jarier'}, {'text': 'Derek Daly', 'url': 'https://en.wikipedia.org/wiki/Derek_Daly'}, {'text': 'Mike Thackwell', 'url': 'https://en.wikipedia.org/wiki/Mike_Thackwell'}]",,,,,,,,,
"[{'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]",['White or Blue'],,,['Valvoline'],,Tyrrell,,,['Imola Cermica (from San Marino Grand Prix onwards) Simac PastaMatic ( Canadian Grand Prix and Caesars Palace Grand Prix only)'],,"[{'text': 'Eddie Cheever', 'url': 'https://en.wikipedia.org/wiki/Eddie_Cheever'}]",,,,,,,,,
"[{'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]",['Blue'],,,['Valvoline'],,Tyrrell,,,['Imola Cermica (from San Marino Grand Prix onwards) Simac PastaMatic ( Canadian Grand Prix and Caesars Palace Grand Prix only)'],,"[{'text': 'Michele Alboreto', 'url': 'https://en.wikipedia.org/wiki/Michele_Alboreto'}]",,,,,,,,,
"[{'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]",['Blue'],,,"['Coca-Cola', 'YPF', 'Valvoline']",,Tyrrell,,,[],,"[{'text': 'Ricardo Zunino', 'url': 'https://en.wikipedia.org/wiki/Ricardo_Zunino'}]",,,,,,,,,
"[{'year': 1981, 'url': 'https://en.wikipedia.org/wiki/1981_Formula_One_World_Championship'}]",['Black'],,,"['Café Figaro', 'Parnelli Jones Enterprises', 'Valvoline']",,Tyrrell,,,['Michelob'],,"[{'text': 'Kevin Cogan', 'url': 'https://en.wikipedia.org/wiki/Kevin_Cogan'}]",,,,,,,,,
"[{'year': 1982, 'url': 'https://en.wikipedia.org/wiki/1982_Formula_One_World_Championship'}]","['White', 'Blue']",,,"['Imola Ceramica ( San Marino Grand Prix', 'Belgian Grand Prix and Monaco Grand Prix only)', '7-Eleven ( Caesars Palace Grand Prix only)', 'Simac ( Italian Grand Prix only)', 'Valvoline']",,Tyrrell,,,"['Candy ( San Marino Grand Prix', 'Belgian Grand Prix and Monaco Grand Prix only) Denim Musk ( Italian Grand Prix and Caesars Palace Grand Prix only)']",,"[{'text': 'Michele Alboreto', 'url': 'https://en.wikipedia.org/wiki/Michele_Alboreto'}, {'text': 'Slim Borgudd', 'url': 'https://en.wikipedia.org/wiki/Slim_Borgudd'}, {'text': 'Brian Henton', 'url': 'https://en.wikipedia.org/wiki/Brian_Henton'}]",,,,,,,,,
"[{'year': 1983, 'url': 'https://en.wikipedia.org/wiki/1983_Formula_One_World_Championship'}]",['Green'],,,"['Sisley', 'Goodyear', 'Courtaulds']",,Tyrrell,,,['Benetton'],,"[{'text': 'Michele Alboreto', 'url': 'https://en.wikipedia.org/wiki/Michele_Alboreto'}, {'text': 'Danny Sullivan', 'url': 'https://en.wikipedia.org/wiki/Danny_Sullivan'}]",,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['Various'],,,"['Courtaulds', 'Ford', 'Old Milwaukee', ""Shell De'Longhi"", 'Yardley Gold']",,Tyrrell,,,"[""De'Longhi Yardley Gold""]",,"[{'text': 'Martin Brundle', 'url': 'https://en.wikipedia.org/wiki/Martin_Brundle'}]",,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['Various'],,,"['Courtaulds', 'Ford', 'Old Milwaukee', ""Shell De'Longhi"", 'Yardley Gold']",,Tyrrell,,,['Systime Computer Solutions'],,"[{'text': 'Stefan Johansson', 'url': 'https://en.wikipedia.org/wiki/Stefan_Johansson'}]",,,,,,,,,
"[{'year': 1984, 'url': 'https://en.wikipedia.org/wiki/1984_Formula_One_World_Championship'}]",['Various'],,,"['Courtaulds', 'Ford', 'Old Milwaukee', ""Shell De'Longhi"", 'Yardley Gold']",,Tyrrell,,,['Maredo'],,"[{'text': 'Stefan Bellof', 'url': 'https://en.wikipedia.org/wiki/Stefan_Bellof'}, {'text': 'Mike Thackwell', 'url': 'https://en.wikipedia.org/wiki/Mike_Thackwell'}]",,,,,,,,,
"[{'year': 1985, 'url': 'https://en.wikipedia.org/wiki/1985_Formula_One_World_Championship'}]",['Black'],,,"['Renault', 'Goodyear', 'Courtaulds', 'Maredo', 'Champion', 'Elf Aquitaine']",,Tyrrell,,,['The Porchester Group ( British Grand Prix and European Grand Prix only)'],,"[{'text': 'Martin Brundle', 'url': 'https://en.wikipedia.org/wiki/Martin_Brundle'}, {'text': 'Stefan Johansson', 'url': 'https://en.wikipedia.org/wiki/Stefan_Johansson'}, {'text': 'Stefan Bellof', 'url': 'https://en.wikipedia.org/wiki/Stefan_Bellof'}, {'text': 'Ivan Capelli', 'url': 'https://en.wikipedia.org/wiki/Ivan_Capelli'}, {'text': 'Philippe Streiff', 'url': 'https://en.wikipedia.org/wiki/Philippe_Streiff'}]",,,,,,,,,
"[{'year': 1986, 'url': 'https://en.wikipedia.org/wiki/1986_Formula_One_World_Championship'}]",['Black and White'],,,"['Elf', 'Goodyear', 'Koni', 'Renault', 'Rifle']",,Tyrrell,,,"['Data General', 'Courtaulds']",,"[{'text': 'Martin Brundle', 'url': 'https://en.wikipedia.org/wiki/Martin_Brundle'}, {'text': 'Philippe Streiff', 'url': 'https://en.wikipedia.org/wiki/Philippe_Streiff'}]",,,,,,,,,
"[{'year': 1987, 'url': 'https://en.wikipedia.org/wiki/1987_Formula_One_World_Championship'}]",['Black and White'],,,"['Elf', 'Goodyear', 'Koni', 'Rifle']",,Tyrrell,,,"['Data General', 'Courtaulds']",,"[{'text': 'Jonathan Palmer', 'url': 'https://en.wikipedia.org/wiki/Jonathan_Palmer'}, {'text': 'Philippe Streiff', 'url': 'https://en.wikipedia.org/wiki/Philippe_Streiff'}]",,,,,,,,,
"[{'year': 1988, 'url': 'https://en.wikipedia.org/wiki/1988_Formula_One_World_Championship'}]",['Yellow and Black'],,,"['Camel', 'Cavendish Finance', 'Data General', 'Unipart']",,Tyrrell,,,['Courtalds'],,"[{'text': 'Jonathan Palmer', 'url': 'https://en.wikipedia.org/wiki/Jonathan_Palmer'}, {'text': 'Julian Bailey', 'url': 'https://en.wikipedia.org/wiki/Julian_Bailey_(racing_driver)'}]",,,,,,,,,
"[{'year': 1989, 'url': 'https://en.wikipedia.org/wiki/1989_Formula_One_World_Championship'}]",['Blue and Yellow'],,,"['Autobacs', 'Goodyear', 'Kidland', 'XP Parcel Express', 'Unipart']",,Tyrrell,,,['Camel (from French Grand Prix onwards)'],,"[{'text': 'Jonathan Palmer', 'url': 'https://en.wikipedia.org/wiki/Jonathan_Palmer'}, {'text': 'Michele Alboreto', 'url': 'https://en.wikipedia.org/wiki/Michele_Alboreto'}, {'text': 'Jean Alesi', 'url': 'https://en.wikipedia.org/wiki/Jean_Alesi'}, {'text': 'Johnny Herbert', 'url': 'https://en.wikipedia.org/wiki/Johnny_Herbert'}]",,,,,,,,,
"[{'year': 1990, 'url': 'https://en.wikipedia.org/wiki/1990_Formula_One_World_Championship'}]",['Blue and White'],,,"['Calbee', 'Nippon Shinpan', 'PIAA Corporation', 'Essilor', 'Courtaulds']","Originally Rothmans International was going to be the title sponsor, but the deal got cancelled and all the cigarettes brand logos were removed.",Tyrrell,,,['Epson'],,"[{'text': 'Satoru Nakajima', 'url': 'https://en.wikipedia.org/wiki/Satoru_Nakajima'}, {'text': 'Jean Alesi', 'url': 'https://en.wikipedia.org/wiki/Jean_Alesi'}]",,,,,,,,,
"[{'year': 1991, 'url': 'https://en.wikipedia.org/wiki/1991_Formula_One_World_Championship'}]",['Black and White'],,,"['Calbee', 'Courtaulds', 'Essilor', 'Goodyear', 'Honda', 'Nippon Shinpan', 'Shell']",,Tyrrell,,,['Braun'],,"[{'text': 'Satoru Nakajima', 'url': 'https://en.wikipedia.org/wiki/Satoru_Nakajima'}, {'text': 'Stefano Modena', 'url': 'https://en.wikipedia.org/wiki/Stefano_Modena'}]",,,,,,,,,
"[{'year': 1992, 'url': 'https://en.wikipedia.org/wiki/1992_Formula_One_World_Championship'}]","['Red', 'Blue', 'White']",,,"['Calbee', 'Club Angle', 'Elf', 'Essilor', 'Goodyear', 'Nippon Shinpan']",,Tyrrell,,,[],,"[{'text': 'Olivier Grouillard', 'url': 'https://en.wikipedia.org/wiki/Olivier_Grouillard'}, {'text': 'Andrea de Cesaris', 'url': 'https://en.wikipedia.org/wiki/Andrea_de_Cesaris'}]",,,,,,,,,
